frame,finger,x,y,raw_depth,corrected_depth,surface_depth,distance_mm
145,h0_f8,340,150,0.27469584345817566,0.2696023563890162,0.37,100.3976436109838
146,h0_f8,345,156,0.2574918866157532,0.2527174001205088,0.37,117.28259987949119
147,h0_f8,348,169,0.24807359278202057,0.24347374292216079,0.37,126.5262570778392
147,h1_f8,350,158,0.25028762221336365,0.2456467192012708,0.37,124.3532807987292
148,h0_f8,365,175,0.24739426374435425,0.24280701019329004,0.37,127.19298980670996
148,h1_f8,362,168,0.24934062361717224,0.244717280117606,0.37,125.282719882394
149,h0_f8,372,172,0.25321605801582336,0.24852085512898572,0.37,121.47914487101427
150,h0_f8,372,172,0.25321605801582336,0.24852085512898572,0.37,121.47914487101427
151,h0_f8,355,187,0.2505539655685425,0.24590812394355152,0.37,124.09187605644847
151,h1_f8,370,170,0.2630245089530945,0.2581474350288631,0.37,111.85256497113689
152,h0_f8,378,174,0.2527841329574585,0.24809693894571677,0.37,121.90306105428323
153,h0_f8,375,173,0.24523264169692993,0.24068546954574552,0.37,129.31453045425448
154,h0_f8,388,176,0.25399476289749146,0.24928512104719686,0.37,120.71487895280313
155,h0_f8,387,173,0.25484499335289,0.2501195862919688,0.37,119.88041370803121
156,h0_f8,386,172,0.2560109496116638,0.2512639230640678,0.37,118.73607693593219
157,h0_f8,389,173,0.25976476073265076,0.25494812997057476,0.37,115.05187002942525
158,h0_f8,374,162,0.29294976592063904,0.28751780952171646,0.37,82.48219047828354
159,h0_f8,375,159,0.2497214823961258,0.24509107690668247,0.37,124.90892309331753
160,h0_f8,371,152,0.270277202129364,0.2652656467421267,0.37,104.73435325787328
160,h1_f8,372,155,0.2543456554412842,0.24962950724341632,0.37,120.37049275658369
161,h0_f8,373,153,0.24280761182308197,0.23830540525328123,0.37,131.69459474671876
162,h0_f8,374,143,0.2795196771621704,0.27433674522087254,0.37,95.66325477912746
163,h0_f8,369,143,0.27599915862083435,0.2708815051178313,0.37,99.11849488216868
164,h0_f8,371,145,0.27192366123199463,0.2668815767401172,0.37,103.1184232598828
164,h1_f8,363,136,0.3254985809326172,0.3194630953128194,0.37,50.53690468718058
165,h0_f8,373,144,0.2903271019458771,0.2849437757150489,0.37,85.05622428495107
166,h0_f8,369,146,0.2920245826244354,0.28660978123265274,0.37,83.39021876734726
167,h0_f8,370,146,0.2705618441104889,0.26554501081211923,0.37,104.45498918788077
168,h0_f8,370,138,0.29164886474609375,0.2862410300201728,0.37,83.75896997982719
169,h0_f8,370,144,0.28410792350769043,0.27883991502086924,0.37,91.16008497913074
170,h0_f8,370,141,0.28801602125167847,0.28267554772471176,0.37,87.32445227528824
170,h1_f8,347,185,0.33662039041519165,0.33037868109694984,0.37,39.62131890305015
171,h0_f8,370,147,0.27752068638801575,0.2723748202920956,0.37,97.62517970790441
172,h0_f8,369,144,0.28285911679267883,0.2776142640288374,0.37,92.38573597116262
173,h0_f8,369,144,0.28036922216415405,0.27517053772209826,0.37,94.82946227790173
174,h0_f8,369,149,0.2771400511264801,0.2720012428759146,0.37,97.9987571240854
174,h1_f8,359,150,0.28886404633522034,0.28350784849024807,0.37,86.49215150975192
175,h0_f8,371,143,0.27763551473617554,0.27248751946094507,0.37,97.51248053905492
176,h0_f8,371,142,0.27957063913345337,0.2743867622410471,0.37,95.61323775895292
176,h1_f8,368,159,0.2744619846343994,0.26937283384088184,0.37,100.62716615911815
177,h0_f8,370,145,0.26768842339515686,0.2627248698664173,0.37,107.27513013358269
177,h1_f8,364,135,0.315940797328949,0.31008253480281817,0.37,59.917465197181826
178,h0_f8,370,146,0.2671006917953491,0.26214803615012344,0.37,107.85196384987655
179,h0_f8,368,144,0.2797580063343048,0.2745706552269169,0.37,95.42934477308307
180,h0_f8,370,142,0.2786593437194824,0.27349236432122387,0.37,96.50763567877613
181,h0_f8,370,145,0.26701536774635315,0.2620642942034803,0.37,107.93570579651967
182,h0_f8,366,144,0.27335691452026367,0.2682882542455177,0.37,101.71174575448228
183,h0_f8,366,143,0.2907043695449829,0.28531404791293763,0.37,84.68595208706236
184,h0_f8,380,149,0.274512380361557,0.26942229511638777,0.37,100.57770488361223
185,h0_f8,382,147,0.27261945605278015,0.2675644699389566,0.37,102.4355300610434
186,h0_f8,389,153,0.25913217663764954,0.25432727542658345,0.37,115.67272457341655
187,h0_f8,391,156,0.2652985155582428,0.2603792763682663,0.37,109.6207236317337
188,h0_f8,411,172,0.2709052860736847,0.2658820845784886,0.37,104.11791542151138
189,h0_f8,418,171,0.2500135004520416,0.2453776802822266,0.37,124.62231971777341
190,h0_f8,420,171,0.25197097659111023,0.24729886035187887,0.37,122.70113964812113
191,h0_f8,430,176,0.24160386621952057,0.2371239798369826,0.37,132.8760201630174
192,h0_f8,436,175,0.24397020041942596,0.23944643680708796,0.37,130.55356319291204
193,h0_f8,440,181,0.2422885298728943,0.23779594826562603,0.37,132.20405173437396
194,h0_f8,437,176,0.2530047595500946,0.2483134746184374,0.37,121.6865253815626
195,h0_f8,440,175,0.24611914157867432,0.24155553169902766,0.37,128.44446830097235
196,h0_f8,442,173,0.2467142790555954,0.2421396339705925,0.37,127.8603660294075
197,h0_f8,445,158,0.2732325792312622,0.26816622441617954,0.37,101.83377558382045
198,h0_f8,442,155,0.27976128458976746,0.274573872696051,0.37,95.426127303949
199,h0_f8,447,152,0.268923282623291,0.26393683198976986,0.37,106.06316801023013
200,h0_f8,428,138,0.3516792953014374,0.3451583595618993,0.37,24.841640438100722
201,h0_f8,428,142,0.2725364565849304,0.2674830094704267,0.37,102.5169905295733
202,h0_f8,433,143,0.27918973565101624,0.2740129215773915,0.37,95.9870784226085
203,h0_f8,431,146,0.2637190818786621,0.2588291289892072,0.37,111.17087101079281
203,h1_f8,418,128,0.3417935073375702,0.335455876640178,0.37,34.54412335982199
204,h0_f8,424,142,0.2656202018260956,0.2606949978394734,0.37,109.30500216052657
205,h0_f8,430,139,0.29004812240600586,0.28466996909174247,0.37,85.33003090825753
205,h1_f8,425,131,0.32381802797317505,0.317813703635835,0.37,52.186296364164996
206,h0_f8,426,135,0.29866307973861694,0.29312518547879496,0.37,76.87481452120504
207,h0_f8,430,144,0.2811116874217987,0.2758992359815186,0.37,94.10076401848139
208,h0_f8,427,137,0.2890903949737549,0.28373000010909355,0.37,86.26999989090645
209,h0_f8,433,144,0.2655164301395416,0.26059315031652147,0.37,109.40684968347853
210,h0_f8,429,141,0.2682509422302246,0.2632769583200985,0.37,106.72304167990148
211,h0_f8,433,141,0.29377123713493347,0.2883240487872671,0.37,81.67595121273291
212,h0_f8,431,144,0.28632721304893494,0.2810180538754534,0.37,88.98194612454657
213,h0_f8,430,141,0.27604058384895325,0.27092216222779775,0.37,99.07783777220224
214,h0_f8,428,141,0.27576228976249695,0.2706490283480375,0.37,99.3509716519625
215,h0_f8,432,146,0.27354156970977783,0.2684694855069221,0.37,101.53051449307787
216,h0_f8,434,142,0.2780790627002716,0.2729228430347801,0.37,97.0771569652199
217,h0_f8,434,140,0.30040183663368225,0.29483170185776825,0.37,75.16829814223175
218,h0_f8,433,147,0.2876744270324707,0.2823402874409452,0.37,87.65971255905481
219,h0_f8,433,140,0.2770496606826782,0.27191252847697345,0.37,98.08747152302655
220,h0_f8,437,143,0.273538738489151,0.2684667067835791,0.37,101.5332932164209
221,h0_f8,435,147,0.2611333131790161,0.2562913063351572,0.37,113.70869366484283
222,h0_f8,438,144,0.2621689438819885,0.25730773408431856,0.37,112.69226591568143
223,h0_f8,438,142,0.2773036062717438,0.27216176533598363,0.37,97.83823466401637
224,h0_f8,442,153,0.25593289732933044,0.25118731804895833,0.37,118.81268195104167
225,h0_f8,445,154,0.2580888569355011,0.25330330124981676,0.37,116.69669875018323
226,h0_f8,446,155,0.25545042753219604,0.2507137943415864,0.37,119.28620565841358
227,h0_f8,446,156,0.2736812233924866,0.26860654969203207,0.37,101.39345030796792
228,h0_f8,450,161,0.2638014853000641,0.25891000446334905,0.37,111.08999553665095
229,h0_f8,453,159,0.26470646262168884,0.2597982014426594,0.37,110.20179855734058
230,h0_f8,474,168,0.2493145614862442,0.24469170123799042,0.37,125.30829876200958
231,h0_f8,471,169,0.28322234749794006,0.27797075960888856,0.37,92.02924039111143
232,h0_f8,480,166,0.2911718487739563,0.28577285901145116,0.37,84.22714098854883
233,h0_f8,485,171,0.2563508152961731,0.2515974868641091,0.37,118.4025131358909
234,h0_f8,504,172,0.2720433175563812,0.2669990143635095,0.37,103.00098563649051
235,h0_f8,504,177,0.26333317160606384,0.2584503743726923,0.37,111.54962562730769
236,h0_f8,507,172,0.2740964889526367,0.26901411528215624,0.37,100.98588471784376
237,h0_f8,504,168,0.2526921331882477,0.24800664506192796,0.37,121.99335493807203
238,h0_f8,506,163,0.2623797655105591,0.25751464659935647,0.37,112.48535340064353
239,h0_f8,501,160,0.24601565301418304,0.24145396204841002,0.37,128.54603795158997
240,h0_f8,493,142,0.345016747713089,0.33861935079220096,0.37,31.38064920779904
241,h0_f8,493,144,0.26246246695518494,0.25759581457069236,0.37,112.40418542930763
242,h0_f8,484,141,0.29544270038604736,0.2899645192998344,0.37,80.03548070016558
243,h0_f8,483,140,0.3117140233516693,0.30593413484942794,0.37,64.06586515057205
244,h0_f8,484,142,0.3086284101009369,0.3029057359015957,0.37,67.0942640984043
245,h0_f8,478,147,0.2987386882305145,0.2931993920169136,0.37,76.80060798308641
246,h0_f8,486,145,0.29153934121131897,0.2861335373013766,0.37,83.86646269862341
247,h0_f8,482,139,0.302796334028244,0.2971817998127069,0.37,72.81820018729307
248,h0_f8,479,140,0.30240902304649353,0.2968016704593803,0.37,73.19832954061972
249,h0_f8,486,142,0.3014683127403259,0.2958784030665089,0.37,74.12159693349108
250,h0_f8,481,146,0.3002479076385498,0.29468062705706555,0.37,75.31937294293445
251,h0_f8,483,144,0.30195191502571106,0.29635303826321807,0.37,73.64696173678192
252,h0_f8,483,138,0.3185935914516449,0.3126861400757994,0.37,57.31385992420057
253,h0_f8,479,136,0.318731427192688,0.312821420028026,0.37,57.17857997197401
254,h0_f8,484,147,0.2919495105743408,0.2865361011894833,0.37,83.4638988105167
255,h0_f8,481,138,0.3168163597583771,0.31094186230908033,0.37,59.058137690919665
256,h0_f8,484,145,0.30283278226852417,0.29721757221953354,0.37,72.78242778046645
257,h0_f8,483,146,0.29552266001701355,0.2900429962969855,0.37,79.95700370301451
258,h0_f8,482,144,0.29934123158454895,0.2937907628437494,0.37,76.20923715625061
259,h0_f8,483,138,0.31638696789741516,0.3105204323519604,0.37,59.47956764803958
260,h0_f8,489,144,0.29601213335990906,0.2905233936884165,0.37,79.47660631158348
261,h0_f8,487,140,0.3175605535507202,0.3116722570522259,0.37,58.3277429477741
262,h0_f8,491,145,0.29264649748802185,0.28722016437709874,0.37,82.77983562290126
263,h0_f8,520,160,0.26767152547836304,0.2627082852755173,0.37,107.29171472448267
264,h0_f8,529,164,0.25982174277305603,0.2550040554340682,0.37,114.99594456593182
265,h0_f8,535,175,0.2666212022304535,0.2616774374146916,0.37,108.32256258530836
266,h0_f8,544,186,0.2577977776527405,0.2530176192404338,0.37,116.98238075956618
267,h0_f8,544,187,0.2445015013217926,0.2399678861796973,0.37,130.0321138203027
268,h0_f8,548,183,0.24719937145709991,0.2426157316532716,0.37,127.38426834672839
269,h0_f8,538,185,0.24742168188095093,0.24283391993513834,0.37,127.16608006486166
270,h0_f8,553,179,0.2602046728134155,0.255379885078643,0.37,114.62011492135699
271,h0_f8,549,184,0.26191776990890503,0.2570612174492126,0.37,112.93878255078738
272,h0_f8,572,160,0.30706748366355896,0.3013737525982842,0.37,68.6262474017158
273,h0_f8,579,179,0.2577468752861023,0.252967660719698,0.37,117.03233928030198
274,h0_f8,564,168,0.26513034105300903,0.2602142202016902,0.37,109.78577979830978
275,h0_f8,563,170,0.26411283016204834,0.25921557628192426,0.37,110.78442371807573
276,h0_f8,549,150,0.291081041097641,0.28568373511643835,0.37,84.31626488356164
277,h0_f8,540,148,0.3046450912952423,0.2989962769059868,0.37,71.00372309401321
278,h0_f8,541,146,0.3071269094944,0.3014320765387684,0.37,68.56792346123159
279,h0_f8,545,147,0.30762842297554016,0.30192429081683714,0.37,68.07570918316286
280,h0_f8,538,143,0.3278002142906189,0.32172205114210667,0.37,48.27794885789333
281,h0_f8,544,145,0.3005179464817047,0.2949456587645519,0.37,75.05434123544808
282,h0_f8,547,151,0.2941611111164093,0.2887066936164622,0.37,81.29330638353782
283,h0_f8,547,147,0.3167189359664917,0.31084624497636065,0.37,59.15375502363934
284,h0_f8,549,151,0.312689870595932,0.3068918876614723,0.37,63.1081123385277
285,h0_f8,549,145,0.31856194138526917,0.3126550768737963,0.37,57.3449231262037
286,h0_f8,551,147,0.31846675276756287,0.31256165327003166,0.37,57.43834672996834
287,h0_f8,551,145,0.3157515227794647,0.30989676983490666,0.37,60.103230165093336
288,h0_f8,548,147,0.3084498643875122,0.30273050083266834,0.37,67.26949916733166
289,h0_f8,548,143,0.3218085765838623,0.3158415120555485,0.37,54.158487944451494
290,h0_f8,550,143,0.32421499490737915,0.31820330989824736,0.37,51.79669010175264
291,h0_f8,546,145,0.3164283335208893,0.3105610309624881,0.37,59.43896903751189
